property_id,location,property_type,size_sqft,num_bedrooms,num_bathrooms,floor_number,total_floors,age_years,furnishing,amenities,distance_to_metro_km,view_score,date_listed,price
428,Chennai,Apartment,3026,4,3,11,18,13,Fully Furnished,"gym,garden,security,lift,parking,pool,clubhouse",6.52,2,03-03-2021,40777000
429,Chennai,Apartment,3140,1,2,2,33,4,Semi-Furnished,"lift,gym",5.38,5,04-03-2021,37968000
430,Chennai,Apartment,2818,4,4,28,17,25,Fully Furnished,"gym,security,lift,clubhouse,pool,parking,garden",2.78,4,05-03-2021,38290000
431,Hyderabad,Apartment,3837,3,4,18,27,21,Fully Furnished,"clubhouse,parking,garden,pool,security,gym,lift",5.91,3,06-03-2021,42650000
432,Bangalore,Apartment,3261,2,2,4,39,2,Semi-Furnished,"clubhouse,garden,security,parking,gym,lift",2.27,2,07-03-2021,56113000
433,Hyderabad,Apartment,1150,5,3,28,5,12,Fully Furnished,"garden,lift",3.17,4,08-03-2021,14400000
434,Delhi NCR,Villa,1450,5,2,15,32,4,Unfurnished,"lift,pool",5.08,5,09-03-2021,31911000
435,Bangalore,Apartment,1626,5,1,26,8,26,Unfurnished,"pool,gym,clubhouse,security,garden,parking,lift",6.87,4,10-03-2021,32060000
436,Hyderabad,Apartment,2131,3,4,16,24,1,Semi-Furnished,"gym,security,lift,pool,clubhouse,parking",3.67,5,11-03-2021,29084000
437,Chennai,Penthouse,2845,5,4,9,31,26,Unfurnished,"security,parking,lift",7.33,3,12-03-2021,39180000
438,Hyderabad,Apartment,4732,1,3,29,15,0,Semi-Furnished,parking,4.69,1,13-03-2021,50804000
439,Bangalore,Apartment,2800,1,4,8,35,2,Semi-Furnished,"security,pool,parking,gym",9.79,1,14-03-2021,42373000
440,Bangalore,Villa,2225,3,3,11,31,14,Unfurnished,security,6.37,2,15-03-2021,40529000
441,Delhi NCR,Apartment,2460,2,1,25,23,27,Unfurnished,"gym,clubhouse,pool,garden",3.65,1,16-03-2021,48382000
442,Mumbai,Apartment,4293,5,2,13,22,7,Semi-Furnished,"pool,gym",1.95,3,17-03-2021,117976000
443,Mumbai,Penthouse,4363,3,3,23,36,21,Fully Furnished,gym,5.49,5,18-03-2021,118041000
444,Chennai,Villa,4913,5,2,17,33,22,Fully Furnished,"parking,clubhouse,lift",3.24,2,19-03-2021,62469000
445,Hyderabad,Penthouse,4767,2,4,18,10,0,Semi-Furnished,"gym,garden,pool,parking,lift",0.28,3,20-03-2021,53631000
446,Chennai,Apartment,1884,3,1,23,35,26,Unfurnished,"gym,garden",4.67,5,21-03-2021,26109000
447,Bangalore,Villa,754,4,4,11,37,22,Unfurnished,"lift,pool,clubhouse",1.66,4,22-03-2021,20046000
448,Hyderabad,Villa,2873,1,2,12,33,29,Unfurnished,"gym,parking,pool,security",5.6,4,23-03-2021,33109000
449,Chennai,Apartment,2354,1,3,3,18,4,Fully Furnished,garden,6.31,2,24-03-2021,33294000
450,Chennai,Apartment,2102,4,1,14,33,20,Fully Furnished,"clubhouse,garden,lift",0.94,3,25-03-2021,27183000
451,Bangalore,Apartment,1418,1,2,16,24,1,Semi-Furnished,"pool,garden,lift",6.88,5,26-03-2021,22628000
452,Bangalore,Apartment,3865,3,1,6,19,18,Unfurnished,"clubhouse,pool,lift,garden,security,gym,parking",5.58,5,27-03-2021,61993000
453,Chennai,Villa,860,3,1,18,14,11,Fully Furnished,"clubhouse,lift,garden,pool,parking",9.63,1,28-03-2021,10512000
454,Pune,Apartment,3535,5,3,9,19,15,Semi-Furnished,"lift,security",9.69,3,29-03-2021,44510000
455,Delhi NCR,Apartment,4133,5,4,4,35,16,Unfurnished,"lift,parking",1.42,2,30-03-2021,82960000
456,Pune,Apartment,3303,1,4,22,6,21,Unfurnished,"security,garden,parking",3.06,5,31-03-2021,42792000
457,Chennai,Penthouse,822,1,4,9,10,11,Unfurnished,"clubhouse,parking,garden,security,lift,gym,pool",7.68,4,01-04-2021,8257000
458,Hyderabad,Apartment,566,1,4,27,39,25,Semi-Furnished,"lift,parking,garden",1.7,3,02-04-2021,10922000
459,Delhi NCR,Penthouse,4296,3,2,8,31,13,Fully Furnished,"parking,security,lift,gym",7.26,3,03-04-2021,83654000
460,Pune,Apartment,3441,2,2,29,31,4,Fully Furnished,parking,0.34,4,04-04-2021,35533000
461,Mumbai,Apartment,4913,4,1,6,30,25,Fully Furnished,"garden,lift,security,gym",2.14,2,05-04-2021,127101000
462,Chennai,Apartment,630,3,2,11,36,13,Fully Furnished,lift,7.84,5,06-04-2021,13611000
463,Mumbai,Apartment,4511,2,1,4,28,17,Semi-Furnished,"clubhouse,pool,lift,security,parking,garden",4.02,3,07-04-2021,120648000
464,Chennai,Apartment,660,2,1,3,21,10,Unfurnished,"security,clubhouse,gym,lift,parking",3.87,4,08-04-2021,9013000
465,Pune,Studio,3244,1,3,19,8,0,Fully Furnished,"garden,pool,clubhouse,security,parking",5.8,4,09-04-2021,39905000
466,Hyderabad,Apartment,3060,5,4,10,31,19,Fully Furnished,"pool,garden,lift,security,parking,clubhouse,gym",7.1,2,10-04-2021,32887000
467,Hyderabad,Apartment,2978,2,1,6,13,24,Fully Furnished,pool,7.66,1,11-04-2021,36538000
468,Mumbai,Apartment,3847,5,3,23,12,22,Unfurnished,"security,garden,parking,pool",6.17,1,12-04-2021,104072000
469,Delhi NCR,Apartment,4832,1,2,7,27,17,Semi-Furnished,"garden,security,gym,lift,parking",6.61,1,13-04-2021,92259000
470,Delhi NCR,Apartment,3937,1,4,16,11,21,Semi-Furnished,"lift,pool,clubhouse,parking,gym,garden",9.49,2,14-04-2021,77152000
471,Mumbai,Villa,2999,3,2,21,17,21,Fully Furnished,"gym,parking,security",7.78,5,15-04-2021,80642000
472,Chennai,Apartment,3057,5,3,20,8,6,Unfurnished,"pool,lift,garden,gym,clubhouse,security,parking",9.76,2,16-04-2021,41160000
473,Mumbai,Apartment,3301,5,1,3,10,8,Unfurnished,garden,1.88,1,17-04-2021,84929000
474,Mumbai,Apartment,511,5,1,7,10,11,Fully Furnished,"gym,security,pool,lift,garden,clubhouse,parking",4.82,1,18-04-2021,16103000
475,Pune,Villa,1958,1,3,7,34,8,Fully Furnished,"clubhouse,gym",6.66,2,19-04-2021,26543000
476,Delhi NCR,Penthouse,610,4,4,16,30,6,Unfurnished,"lift,clubhouse,gym,garden,parking,pool,security",1.13,4,20-04-2021,19378000
477,Hyderabad,Apartment,1916,1,2,2,15,18,Unfurnished,"garden,parking,pool",3.94,3,21-04-2021,20838000
478,Chennai,Apartment,1036,2,4,13,32,1,Fully Furnished,security,8.82,3,22-04-2021,15383000
479,Pune,Apartment,1856,3,2,9,20,17,Fully Furnished,garden,9.26,3,23-04-2021,25403000
480,Hyderabad,Apartment,725,1,4,20,26,22,Semi-Furnished,"garden,clubhouse,pool,gym",5.58,4,24-04-2021,7303000
481,Hyderabad,Apartment,3465,1,1,13,37,1,Semi-Furnished,lift,7.27,2,25-04-2021,40973000
482,Bangalore,Apartment,1448,1,3,22,34,3,Fully Furnished,"garden,gym,clubhouse,parking,security,pool",3.67,3,26-04-2021,25371000
483,Bangalore,Apartment,2036,2,3,12,16,22,Unfurnished,"parking,clubhouse,garden",2.56,2,27-04-2021,40835000
484,Mumbai,Apartment,2889,3,4,22,13,7,Fully Furnished,security,1.94,5,28-04-2021,82211000
485,Mumbai,Apartment,3763,3,3,5,29,16,Unfurnished,"clubhouse,pool,lift",2.62,3,29-04-2021,104303000
486,Bangalore,Penthouse,894,3,1,3,9,16,Fully Furnished,"security,pool,clubhouse",7.77,2,30-04-2021,12089000
487,Pune,Apartment,1048,4,2,20,18,8,Fully Furnished,"garden,lift,clubhouse,security,pool,parking",3.07,3,01-05-2021,12391000
488,Chennai,Apartment,1019,1,1,9,11,1,Fully Furnished,"clubhouse,lift,pool,garden",1.36,1,02-05-2021,14353000
489,Pune,Apartment,974,1,2,17,15,29,Fully Furnished,"parking,clubhouse,gym,garden,pool",9.68,3,03-05-2021,16233000
490,Hyderabad,Penthouse,4942,2,3,26,34,28,Unfurnished,clubhouse,9.51,4,04-05-2021,54319000
491,Hyderabad,Apartment,3656,3,3,1,16,16,Fully Furnished,"lift,clubhouse,pool,parking,security",8.71,2,05-05-2021,36634000
492,Pune,Apartment,1703,5,2,1,29,27,Semi-Furnished,"lift,garden,security,pool,clubhouse,gym,parking",7.55,3,06-05-2021,22996000
493,Mumbai,Apartment,4943,4,4,1,24,0,Semi-Furnished,"security,pool,gym,parking,clubhouse",3.13,2,07-05-2021,132982000
494,Hyderabad,Apartment,4595,1,3,9,32,10,Unfurnished,"lift,parking",3.88,5,08-05-2021,51575000
495,Pune,Apartment,3603,4,1,20,5,13,Semi-Furnished,"clubhouse,garden,lift",9.54,5,09-05-2021,45303000
496,Bangalore,Penthouse,2340,4,1,9,21,0,Fully Furnished,"parking,gym,security,garden,lift,clubhouse",5.44,3,10-05-2021,43140000
497,Chennai,Apartment,4539,5,4,1,30,27,Unfurnished,"lift,garden",5.11,4,11-05-2021,57197000
498,Pune,Apartment,4064,2,4,7,5,24,Semi-Furnished,"parking,garden,lift,clubhouse,security,pool,gym",9.71,2,12-05-2021,48668000
499,Delhi NCR,Apartment,2478,3,3,26,35,24,Semi-Furnished,"clubhouse,parking,security,gym,lift,pool",6.82,1,13-05-2021,51688000
500,Chennai,Apartment,2305,1,4,3,33,6,Unfurnished,"clubhouse,gym",4.25,1,14-05-2021,25918000
501,Mumbai,Apartment,679,4,1,28,29,11,Unfurnished,parking,7.59,5,15-05-2021,22480000
502,Pune,Apartment,2566,5,1,13,31,9,Fully Furnished,"lift,parking,pool,clubhouse,gym,garden,security",4.36,3,16-05-2021,27051000
503,Mumbai,Apartment,372,1,3,3,31,15,Fully Furnished,"pool,lift,garden",3.35,5,17-05-2021,15272000
504,Hyderabad,Penthouse,3208,2,1,25,7,19,Fully Furnished,"gym,parking,lift,security,clubhouse",3.97,1,18-05-2021,37007000
505,Delhi NCR,Penthouse,2079,3,1,16,10,20,Fully Furnished,"garden,lift,pool,clubhouse",9.96,2,19-05-2021,41554000
506,Chennai,Villa,1439,1,1,11,9,27,Semi-Furnished,"gym,garden,pool,lift,clubhouse",8.29,5,20-05-2021,19467000
507,Chennai,Villa,2170,3,2,5,14,1,Unfurnished,"clubhouse,lift,garden",3.71,3,21-05-2021,26308000
508,Hyderabad,Apartment,1429,1,1,18,38,28,Fully Furnished,"lift,security,gym,garden,pool,clubhouse,parking",9.24,3,22-05-2021,18332000
509,Pune,Apartment,1856,3,1,21,19,2,Fully Furnished,"parking,lift,security,pool,garden,gym,clubhouse",8.33,2,23-05-2021,25781000
510,Bangalore,Studio,1271,1,3,29,20,24,Semi-Furnished,"parking,pool,garden,lift",8.02,1,24-05-2021,19374000
511,Bangalore,Apartment,3959,5,4,25,30,15,Semi-Furnished,"clubhouse,lift,pool,parking",2.22,5,25-05-2021,64135000
512,Delhi NCR,Apartment,1330,1,3,13,23,23,Fully Furnished,"pool,clubhouse,gym,lift,garden",8.87,1,26-05-2021,26059000
513,Chennai,Villa,2070,5,3,2,15,17,Semi-Furnished,"parking,lift,pool,garden,gym,clubhouse",4.93,2,27-05-2021,30578000
514,Pune,Apartment,455,2,3,23,16,17,Semi-Furnished,"parking,security,garden,gym,pool,lift,clubhouse",3.96,4,28-05-2021,5148000
515,Chennai,Studio,402,1,3,2,39,2,Fully Furnished,"gym,garden,parking,clubhouse",6.5,5,29-05-2021,10747000
516,Chennai,Penthouse,749,3,4,21,31,2,Fully Furnished,clubhouse,3,4,30-05-2021,10937000
517,Mumbai,Apartment,3493,4,3,28,24,1,Fully Furnished,"security,garden,parking,pool,clubhouse",8.24,2,31-05-2021,94805000
518,Bangalore,Apartment,2366,2,3,17,17,27,Semi-Furnished,"garden,gym,parking,lift,pool,security",7.24,2,01-06-2021,45240000
519,Pune,Penthouse,4279,4,3,9,29,22,Semi-Furnished,"garden,clubhouse,parking",7.65,5,02-06-2021,49085000
520,Delhi NCR,Apartment,4661,4,1,2,21,24,Semi-Furnished,"security,lift,pool,gym",1.15,2,03-06-2021,93725000
521,Chennai,Apartment,2579,2,1,20,27,6,Unfurnished,"security,clubhouse,pool,lift",0.27,2,04-06-2021,33575000
522,Pune,Apartment,4242,5,1,9,31,3,Unfurnished,"lift,pool,garden,gym,security",5.32,5,05-06-2021,53207000
523,Delhi NCR,Apartment,4532,1,1,11,8,10,Unfurnished,"parking,lift,pool",8.19,5,06-06-2021,89800000
524,Pune,Apartment,2120,4,2,13,9,17,Semi-Furnished,"gym,garden,security",4.85,5,07-06-2021,27445000
525,Pune,Apartment,2594,2,1,20,28,27,Unfurnished,"clubhouse,pool,lift,garden",0.46,5,08-06-2021,31826000
526,Bangalore,Apartment,1382,1,2,3,38,22,Unfurnished,parking,0.86,4,09-06-2021,23564000
527,Hyderabad,Apartment,1349,3,2,6,22,20,Unfurnished,"gym,pool,security,parking,garden,lift,clubhouse",3.03,4,10-06-2021,16112000
528,Bangalore,Villa,3586,5,1,5,15,22,Semi-Furnished,"clubhouse,pool,parking,lift",9.11,4,11-06-2021,59491000
529,Pune,Studio,4039,2,3,12,32,17,Semi-Furnished,clubhouse,9.08,5,12-06-2021,47457000
530,Bangalore,Apartment,410,4,1,1,9,10,Fully Furnished,"lift,clubhouse,garden,gym,security",9.47,5,13-06-2021,13902000
531,Delhi NCR,Penthouse,1537,1,2,25,31,15,Unfurnished,"garden,gym,parking,pool,lift,security,clubhouse",1.01,3,14-06-2021,32078000
532,Delhi NCR,Apartment,4982,3,2,16,14,26,Semi-Furnished,"parking,clubhouse,garden,pool,lift",6.77,2,15-06-2021,96583000
533,Mumbai,Apartment,3192,2,2,10,22,27,Unfurnished,"gym,clubhouse",1.93,4,16-06-2021,87138000
534,Bangalore,Villa,2918,5,1,4,35,19,Fully Furnished,"parking,security,gym,garden,lift,pool",4.12,5,17-06-2021,53167000
535,Pune,Apartment,3793,2,1,15,23,22,Unfurnished,"pool,lift,parking,security",9.96,4,18-06-2021,42462000
536,Delhi NCR,Apartment,3654,5,4,7,14,26,Fully Furnished,"garden,security,lift",8.88,1,19-06-2021,74659000
537,Bangalore,Apartment,1877,1,2,29,13,8,Unfurnished,clubhouse,1.03,1,20-06-2021,30996000
538,Mumbai,Apartment,3536,3,1,13,8,27,Semi-Furnished,"garden,lift,security",8.28,2,21-06-2021,94257000
539,Mumbai,Apartment,2807,5,4,16,13,10,Semi-Furnished,"garden,pool",1.58,3,22-06-2021,76550000
540,Bangalore,Apartment,4536,4,2,8,32,0,Fully Furnished,"garden,pool,clubhouse,lift,parking",0.11,1,23-06-2021,74736000
541,Pune,Apartment,446,2,2,24,39,4,Unfurnished,"clubhouse,parking,garden",7.53,5,24-06-2021,5318000
542,Pune,Apartment,1251,1,1,12,39,28,Unfurnished,"clubhouse,lift,gym,pool,security",5.95,1,25-06-2021,12279000
543,Chennai,Villa,2628,1,2,10,26,27,Unfurnished,lift,4.46,1,26-06-2021,33405000
544,Pune,Apartment,3346,5,3,17,31,14,Fully Furnished,security,6.17,1,27-06-2021,43730000
545,Delhi NCR,Studio,3734,4,2,19,25,9,Unfurnished,"garden,pool",1.66,5,28-06-2021,77548000
546,Hyderabad,Apartment,647,1,1,21,36,11,Fully Furnished,"parking,garden,lift",5.46,4,29-06-2021,9160000
547,Delhi NCR,Apartment,4596,1,1,27,18,19,Fully Furnished,"parking,clubhouse,gym,security",8.35,2,30-06-2021,89348000
548,Pune,Villa,4468,5,3,24,33,19,Unfurnished,"gym,parking,lift",6.71,3,01-07-2021,55068000
549,Hyderabad,Apartment,528,5,2,26,31,20,Semi-Furnished,"lift,clubhouse,parking",0.65,1,02-07-2021,11593000
550,Hyderabad,Apartment,600,5,3,16,21,28,Fully Furnished,"parking,gym,garden,security,pool",2.18,5,03-07-2021,11183000
551,Chennai,Apartment,3609,2,3,26,8,3,Fully Furnished,"security,lift",1.81,3,04-07-2021,43611000
552,Delhi NCR,Apartment,4414,3,3,2,31,13,Unfurnished,"garden,security,gym,clubhouse,lift",8.26,5,05-07-2021,84113000
553,Chennai,Villa,3469,5,4,9,32,14,Semi-Furnished,"pool,security,lift",9.31,2,06-07-2021,45631000
554,Pune,Villa,2437,5,4,2,28,6,Semi-Furnished,"parking,clubhouse,gym",2.11,4,07-07-2021,31403000
555,Pune,Apartment,1346,5,3,16,30,14,Semi-Furnished,"gym,pool,garden,clubhouse",1.4,4,08-07-2021,21636000
556,Hyderabad,Apartment,1220,2,1,9,38,23,Unfurnished,clubhouse,0.16,2,09-07-2021,12486000
557,Chennai,Apartment,412,2,2,16,20,9,Semi-Furnished,"lift,security,clubhouse,pool,gym,garden,parking",0.19,1,10-07-2021,2384000
558,Chennai,Villa,4304,4,4,14,24,24,Semi-Furnished,"security,pool,garden,gym,clubhouse,lift",1.71,5,11-07-2021,60014000
559,Pune,Apartment,3007,1,3,4,13,28,Unfurnished,"clubhouse,security,parking,gym,lift",6.95,3,12-07-2021,32935000
560,Mumbai,Apartment,4770,3,4,25,10,29,Fully Furnished,"pool,security",0.82,3,13-07-2021,127375000
561,Mumbai,Penthouse,3130,4,4,4,35,5,Semi-Furnished,"security,lift,pool,gym,garden,clubhouse",0.21,5,14-07-2021,85162000
562,Delhi NCR,Apartment,4982,1,4,29,39,0,Semi-Furnished,"parking,gym",2.33,3,15-07-2021,100457000
563,Mumbai,Apartment,1562,4,4,5,8,14,Unfurnished,"parking,clubhouse,security,garden,pool,gym",1.38,3,16-07-2021,42802000
564,Chennai,Apartment,1335,2,3,8,10,12,Unfurnished,"security,parking,pool,clubhouse,lift,gym",8.99,5,17-07-2021,19438000
565,Mumbai,Penthouse,450,5,1,14,15,28,Unfurnished,"clubhouse,gym,garden,security,pool,lift",8.01,5,18-07-2021,15814000
566,Delhi NCR,Apartment,2086,4,2,12,20,29,Unfurnished,"parking,lift,pool,garden",4.72,2,19-07-2021,44246000
567,Delhi NCR,Villa,4099,3,2,25,22,18,Fully Furnished,security,6.53,5,20-07-2021,83787000
568,Mumbai,Apartment,1587,3,2,19,8,5,Unfurnished,"gym,pool,lift",7.65,1,21-07-2021,42270000
569,Pune,Apartment,2333,1,4,12,20,26,Unfurnished,"garden,security,lift,pool,parking,gym",3.69,1,22-07-2021,29868000
570,Pune,Apartment,2821,3,4,15,5,16,Semi-Furnished,"gym,parking",9.14,3,23-07-2021,36726000
571,Bangalore,Villa,1920,2,4,4,8,12,Semi-Furnished,"lift,security",5.99,3,24-07-2021,31851000
572,Mumbai,Penthouse,425,3,4,10,17,3,Semi-Furnished,pool,7.93,4,25-07-2021,14420000
573,Hyderabad,Villa,514,4,4,15,31,25,Semi-Furnished,garden,8.09,2,26-07-2021,4825000
574,Mumbai,Apartment,2131,3,3,22,32,12,Unfurnished,"parking,gym,pool,clubhouse,lift,garden",7.93,3,27-07-2021,62793000
575,Mumbai,Apartment,2418,4,1,8,9,29,Fully Furnished,"lift,clubhouse,security,parking,gym,garden",9.51,5,28-07-2021,69389000
576,Delhi NCR,Apartment,4041,4,4,14,17,10,Fully Furnished,gym,5.29,3,29-07-2021,83725000
577,Delhi NCR,Apartment,4805,5,3,25,9,22,Unfurnished,parking,4.39,2,30-07-2021,93373000
578,Mumbai,Studio,3027,2,4,29,30,29,Semi-Furnished,"gym,lift,pool,garden",1.6,5,31-07-2021,80303000
579,Mumbai,Villa,444,1,2,8,15,25,Unfurnished,"security,pool,garden,parking,gym,lift,clubhouse",1.22,5,01-08-2021,14255000
580,Pune,Apartment,1461,4,4,9,31,26,Fully Furnished,gym,6.44,5,02-08-2021,17402000
581,Pune,Penthouse,4296,5,3,8,36,1,Semi-Furnished,"lift,gym,garden",2.94,1,03-08-2021,54345000
582,Mumbai,Apartment,1741,3,3,15,10,16,Fully Furnished,gym,4.8,2,04-08-2021,50774000
583,Bangalore,Apartment,4120,3,3,19,14,14,Fully Furnished,"security,lift,gym,clubhouse,parking,garden,pool",3.38,4,05-08-2021,69346000
584,Bangalore,Apartment,1794,1,1,19,18,27,Semi-Furnished,"garden,gym,pool",1.19,5,06-08-2021,31985000
585,Mumbai,Apartment,4718,2,2,28,9,28,Semi-Furnished,gym,3.9,1,07-08-2021,125171000
586,Hyderabad,Apartment,3129,2,2,1,26,8,Fully Furnished,"garden,security",0.91,3,08-08-2021,35262000
587,Delhi NCR,Apartment,4808,4,3,27,26,28,Fully Furnished,"clubhouse,pool,garden,parking,lift",6.23,4,09-08-2021,95291000
588,Delhi NCR,Apartment,1482,4,3,16,15,15,Semi-Furnished,"parking,garden",1.21,2,10-08-2021,28990000
589,Pune,Apartment,3177,2,4,19,36,27,Unfurnished,"lift,security,parking,garden,clubhouse,pool",4.94,3,11-08-2021,40002000
590,Delhi NCR,Apartment,3630,2,3,1,37,17,Unfurnished,"pool,parking,clubhouse,garden,gym,lift",5.1,5,12-08-2021,69882000
591,Chennai,Apartment,3492,2,3,21,31,5,Semi-Furnished,garden,1.69,5,13-08-2021,44464000
592,Hyderabad,Villa,583,1,3,25,6,16,Unfurnished,"gym,security",7.78,3,14-08-2021,7991000
593,Delhi NCR,Penthouse,3742,1,3,15,18,25,Semi-Furnished,"pool,gym,garden,lift,security,clubhouse",7.63,1,15-08-2021,75882000
594,Delhi NCR,Apartment,2222,3,2,16,22,14,Unfurnished,"clubhouse,gym,lift,pool",2.64,5,16-08-2021,47581000
595,Pune,Penthouse,3266,1,1,6,24,18,Fully Furnished,"parking,clubhouse",2.94,2,17-08-2021,37553000
596,Chennai,Villa,4498,2,2,25,27,0,Semi-Furnished,"pool,lift,parking",8.61,1,18-08-2021,57266000
597,Delhi NCR,Apartment,977,2,4,11,9,27,Unfurnished,"security,pool,lift,clubhouse,garden,gym",7.12,3,19-08-2021,28101000
598,Delhi NCR,Apartment,1975,4,3,24,35,29,Fully Furnished,"pool,garden,gym",8.62,2,20-08-2021,41788000
599,Bangalore,Apartment,2250,1,3,27,29,23,Fully Furnished,"gym,clubhouse",6.81,2,21-08-2021,38059000
600,Delhi NCR,Apartment,4292,2,2,26,39,25,Fully Furnished,lift,8.54,5,22-08-2021,85455000
601,Delhi NCR,Apartment,2260,2,4,8,37,3,Unfurnished,"security,clubhouse",2.84,1,23-08-2021,46110000
602,Bangalore,Apartment,744,1,2,9,11,18,Semi-Furnished,"clubhouse,garden",9.26,5,24-08-2021,15945000
603,Pune,Apartment,3263,5,2,15,9,22,Unfurnished,"parking,garden,pool",9.38,1,25-08-2021,37999000
604,Pune,Villa,4505,3,2,8,9,17,Fully Furnished,"clubhouse,security",1.76,2,26-08-2021,50489000
605,Chennai,Apartment,367,4,3,29,35,19,Semi-Furnished,"lift,pool,garden,gym",6.19,4,27-08-2021,7769000
606,Bangalore,Apartment,1900,1,1,5,9,10,Semi-Furnished,"clubhouse,pool,garden,lift,security,parking,gym",4.07,5,28-08-2021,30953000
607,Delhi NCR,Villa,1484,3,1,22,8,26,Semi-Furnished,"clubhouse,security,gym,parking,lift",1.02,2,29-08-2021,33900000
608,Delhi NCR,Apartment,1966,2,3,14,33,15,Semi-Furnished,"lift,parking,security,pool,clubhouse,gym",0.62,1,30-08-2021,34255000
609,Hyderabad,Apartment,2924,2,1,14,31,5,Fully Furnished,"lift,gym,clubhouse,security,pool,parking",1.82,3,31-08-2021,36054000
610,Bangalore,Villa,3283,4,3,27,15,9,Unfurnished,"parking,garden,clubhouse",2.85,5,01-09-2021,58504000
611,Chennai,Penthouse,2169,5,4,22,29,13,Semi-Furnished,"pool,lift,garden,clubhouse",4.91,5,02-09-2021,33135000
612,Bangalore,Apartment,4051,3,3,14,6,11,Unfurnished,"security,garden,parking",7.52,4,03-09-2021,66026000
613,Hyderabad,Villa,625,3,1,11,29,24,Semi-Furnished,"security,parking",1.12,5,04-09-2021,7583000
614,Bangalore,Villa,4871,5,1,5,27,7,Semi-Furnished,"parking,clubhouse,lift,gym,garden,pool,security",4.65,2,05-09-2021,82582000
615,Hyderabad,Apartment,368,2,3,18,5,8,Semi-Furnished,"pool,garden,security,lift,gym",3.1,3,06-09-2021,11948000
616,Mumbai,Apartment,2121,4,3,20,7,10,Unfurnished,"garden,gym,security,pool",7.62,5,07-09-2021,60373000
617,Hyderabad,Apartment,3300,1,4,17,35,13,Unfurnished,"gym,parking,garden,clubhouse,lift",1.18,3,08-09-2021,39043000
618,Delhi NCR,Villa,1679,4,2,29,28,15,Unfurnished,pool,3.83,2,09-09-2021,37492000
619,Hyderabad,Penthouse,681,2,1,4,18,5,Unfurnished,"gym,parking,security",6.13,1,10-09-2021,8141000
620,Pune,Apartment,600,1,4,15,23,12,Unfurnished,"lift,gym,clubhouse",6.1,2,11-09-2021,11298000
621,Delhi NCR,Apartment,4335,1,1,26,5,22,Unfurnished,"lift,pool,security",0.48,2,12-09-2021,83669000
622,Bangalore,Apartment,1810,1,4,10,31,7,Semi-Furnished,"parking,clubhouse,security",4.38,3,13-09-2021,34407000
623,Bangalore,Apartment,4939,1,1,20,32,5,Fully Furnished,"parking,lift,gym,garden,clubhouse,pool",0.28,2,14-09-2021,84482000
624,Pune,Villa,4812,1,2,12,18,5,Unfurnished,"security,clubhouse,gym",9.17,5,15-09-2021,51669000
625,Bangalore,Apartment,3324,3,2,12,30,2,Unfurnished,"parking,lift,garden,security,clubhouse,gym,pool",6.98,2,16-09-2021,60667000
626,Mumbai,Apartment,2564,3,4,19,18,3,Unfurnished,"gym,security,clubhouse,pool",8.82,1,17-09-2021,68480000
627,Chennai,Villa,3418,2,4,15,38,12,Unfurnished,"security,clubhouse,garden,gym,parking,pool,lift",7.78,3,18-09-2021,45511000
628,Bangalore,Apartment,4306,2,3,25,8,25,Unfurnished,"gym,clubhouse,garden,lift,parking,pool",0.88,2,19-09-2021,72408000
629,Hyderabad,Apartment,832,2,2,8,9,7,Fully Furnished,"security,garden,pool,lift,gym,clubhouse",9.76,2,20-09-2021,12972000
630,Mumbai,Villa,4458,4,1,22,33,3,Fully Furnished,"lift,clubhouse,pool,garden,gym",8.36,2,21-09-2021,119748000
631,Delhi NCR,Apartment,4146,4,4,14,18,5,Semi-Furnished,security,9.64,2,22-09-2021,79674000
632,Hyderabad,Apartment,1166,1,4,7,15,20,Semi-Furnished,"clubhouse,lift,pool,parking,gym",3.48,1,23-09-2021,15416000
633,Delhi NCR,Villa,2739,1,1,18,20,22,Semi-Furnished,"parking,pool,security,garden,lift,clubhouse",7.95,1,24-09-2021,54316000
634,Hyderabad,Villa,842,3,2,20,32,25,Semi-Furnished,"lift,garden,parking,gym,security",2.09,5,25-09-2021,9771000
635,Mumbai,Penthouse,3083,1,4,22,13,12,Semi-Furnished,lift,3.72,4,26-09-2021,85387000
636,Mumbai,Apartment,3080,3,4,27,6,3,Fully Furnished,"security,garden,parking,lift,clubhouse,gym",5.59,3,27-09-2021,84813000
637,Bangalore,Apartment,4215,2,4,29,8,2,Fully Furnished,"parking,clubhouse,gym,pool,lift,security,garden",6.3,2,28-09-2021,73535000
638,Chennai,Apartment,2545,4,2,10,27,17,Semi-Furnished,"gym,garden,security",3.9,5,29-09-2021,32864000
639,Hyderabad,Apartment,2048,4,2,19,5,0,Semi-Furnished,"pool,gym,lift,security,garden",9.54,3,30-09-2021,20959000
640,Delhi NCR,Villa,2699,3,2,11,8,1,Semi-Furnished,pool,1.62,1,01-10-2021,57933000
641,Hyderabad,Apartment,4506,5,2,12,9,14,Semi-Furnished,"security,pool,garden,gym,parking,lift",9.92,5,02-10-2021,48614000
642,Delhi NCR,Villa,1041,3,3,6,38,15,Unfurnished,"clubhouse,garden,pool,gym",9.75,1,03-10-2021,25407000
643,Mumbai,Villa,1804,3,1,11,31,17,Unfurnished,"gym,garden,pool,clubhouse,security,lift",4.91,2,04-10-2021,46232000
